keyword,title,price,image_url,item_url
reloj maserati,Orologio Maserati ,80.0,https://images1.vinted.net/t/03_01e15_9yN6J6z6aW5iJfQiko1HBdFU/f800/1696834249.jpeg?s=8e0dc526aa0a9205ba3b6a8f3ee1534415941023,https://www.vinted.es/items/3583572792-orologio-maserati
reloj maserati,Relógio Maserati,126.0,https://images1.vinted.net/t/03_00f48_srVcsxZco3oWzvh4mfjsSAKz/f800/1696830442.jpeg?s=5286a3c7fdde3f6d4bc6524b99325059ff9904b9,https://www.vinted.es/items/3583493245-relogio-maserati
reloj maserati,Orologio Maserati da donna,100.0,https://images1.vinted.net/t/02_023d4_VARdFMQWpi8vriApqunCxPmG/f800/1696796597.jpeg?s=5a6d3f609c340f65276b47827db8690a01f8e2c3,https://www.vinted.es/items/3583076984-orologio-maserati-da-donna
reloj maserati,Relógio Maserati,65.0,https://images1.vinted.net/t/03_00919_HhGCfdYNmMMFdYmGLXU2E56q/f800/1696796444.jpeg?s=f24975d83375143f644c22c454828d53e0b96db0,https://www.vinted.es/items/3583066323-relogio-maserati
reloj maserati,Orologio Maserati,120.0,https://images1.vinted.net/t/03_007d2_ck83UP4V7VLz3bqRHKmSgj1M/f800/1696793338.jpeg?s=320e92b2d7bc6e7926f67b93938a3461f34556d4,https://www.vinted.es/items/3582818561-orologio-maserati
reloj maserati,Orologio Maserati,120.0,https://images1.vinted.net/t/03_013ba_XeY3oAVYuY3wBkFV7Z3khi6Q/f800/1696787728.jpeg?s=b26420e783d1fb80aadce8a68e835d29ada38ae7,https://www.vinted.es/items/3582285823-orologio-maserati
reloj maserati,Montre Maserati ,150.0,https://images1.vinted.net/t/01_0045c_SojquTnAs5CtEXSVNMM6dYkR/f800/1696783277.jpeg?s=82eb6d08292546f69bba16cc73eee1877d1aa686,https://www.vinted.es/items/3581756651-montre-maserati
reloj maserati,Orologio maserati ,80.0,https://images1.vinted.net/t/03_000f1_7aAfAinXXVnTVAUGWEwVBCVn/f800/1696779796.jpeg?s=33af32736f60101c888a771ddaae674c6dc6b68c,https://www.vinted.es/items/3581254172-orologio-maserati
reloj maserati,Montre maserati,130.0,https://images1.vinted.net/t/01_026a5_4icoucTrGNGXmRbnjwb8ns1L/f800/1696777622.jpeg?s=73baf3b8d199d66d6103cee16a1a7f49e41d10d8,https://www.vinted.es/items/3580923273-montre-maserati
reloj maserati,"Montre de marque ""Maserati""",180.0,https://images1.vinted.net/t/01_00271_Gc3W2JvGdtWpk2oo7mtaiVzf/f800/1696771709.jpeg?s=fda785865c620325a097dd5272ca10a3d9a25c0d,https://www.vinted.es/items/3580047527-montre-de-marque-maserati
reloj maserati,Orologio Maserati 💯%originale,149.0,https://images1.vinted.net/t/01_0257d_ZS2TxtiDKvevnANMXWNva2zU/f800/1696771027.jpeg?s=60a8799ec1a61217a828a5eccd3c4e9177a69f99,https://www.vinted.es/items/3579949430-orologio-maserati-originale
reloj maserati,Maserati orologio ,180.0,https://images1.vinted.net/t/01_00207_BoqgnYaj4upnNAeYjiZ2k8Ge/f800/1696768359.jpeg?s=d8fb8a857a9e0346659426de67fb8e66e1e997cc,https://www.vinted.es/items/3579570069-maserati-orologio
reloj maserati,Orologio Maserati in ottime condizioni ,250.0,https://images1.vinted.net/t/03_010a7_AA61aUpMV3dj73kUBJgJYBvM/f800/1696758130.jpeg?s=1c9db46e1a01aca627203a7deccc5bb5c3498524,https://www.vinted.es/items/3578210945-orologio-maserati-in-ottime-condizioni
reloj maserati,Orologio,30.0,https://images1.vinted.net/t/03_01c08_ZRGzHrFVUNLtHzEcmSsfymEA/f800/1696751939.jpeg?s=9a78695d02c64f768754f0d0aaa7f30e36f6e80b,https://www.vinted.es/items/3577561175-orologio
reloj maserati,Orologio Maserati ,120.0,https://images1.vinted.net/t/02_00a70_TxD22oPnPV2ogNfP7E8aQHAx/f800/1696700614.jpeg?s=a3f0449cd84d0011ec8bef39da9d7fe13cadca9b,https://www.vinted.es/items/3576271974-orologio-maserati
reloj maserati,Montre Maserati,74.0,https://images1.vinted.net/t/03_01e78_ZgPoDwhQDCGog7vRR5Sgr6mo/f800/1696697723.jpeg?s=3d92cd106a1585fcbf9ff5f395d7bc75eac5956a,https://www.vinted.es/items/3576033631-montre-maserati
reloj maserati,Montre Maserati ,79.0,https://images1.vinted.net/t/03_0061e_Vo4JXA6NTcHHvCHpFz1MBbrQ/f800/1696697197.jpeg?s=bcfe86bc6b100c87463574262e9c5ea27fb84a40,https://www.vinted.es/items/3575986297-montre-maserati
reloj maserati,Orologio Maserati (collezione epoca),180.0,https://images1.vinted.net/t/02_025d0_yWpFrZdkjpte2FYY2NzUJu7G/f800/1696696588.jpeg?s=920a8c7058146ff9b6eb9536ef53e9eb2dc214a9,https://www.vinted.es/items/3575930210-orologio-maserati-collezione-epoca
reloj maserati,Montre Maserati,200.0,https://images1.vinted.net/t/01_00998_xhkrXgpJ79ht3yXb314YZ9zV/f800/1696692808.jpeg?s=8cab679b42fa0381168c041f792d3f18597727d6,https://www.vinted.es/items/3575541726-montre-maserati
reloj maserati,orologio Maserati Epoca R8853118006,150.0,https://images1.vinted.net/t/02_0142b_zatRkgb98A6Z53sVDXCDbdyT/f800/1696690736.jpeg?s=c5c4ae07ab6faf3a2e1bca5d7c06b8946508f565,https://www.vinted.es/items/3575313928-orologio-maserati-epoca-r8853118006
reloj maserati,Garanzia e cartellino orologio Maserati ,5.0,https://images1.vinted.net/t/03_00011_vL4FmF2BjC5WTZmR8r73DPa2/f800/1696688159.jpeg?s=be117879a0579475b75a21ce8d38ed99f0e15d10,https://www.vinted.es/items/3575027306-garanzia-e-cartellino-orologio-maserati
reloj maserati,Orologio Maserati water resistant uomo,90.0,https://images1.vinted.net/t/02_00df5_Auwp75aK3UjeYT75hKRpNf76/f800/1696686808.jpeg?s=53accbe40e22b8555e59acc6193b9b67c336269e,https://www.vinted.es/items/3574877654-orologio-maserati-water-resistant-uomo
reloj maserati,Orologio maserati,35.0,https://images1.vinted.net/t/03_00a64_ACtfTwEjnWHnwxM27osdMePv/f800/1696677834.jpeg?s=2ea68462ca3ed5223f7dd98b54e3c611ed950ee3,https://www.vinted.es/items/3573900606-orologio-maserati
reloj maserati,orologio Maserati,60.0,https://images1.vinted.net/t/01_026ea_B3XMrSAdeagJhfZJAmUudPS6/f800/1696671253.jpeg?s=5e876b5942795d88f799cf315d078a22de6227af,https://www.vinted.es/items/3573236411-orologio-maserati
reloj maserati,"Orologio Maserati uomo. Limited edizion, al quarzo, multifunzione - R8853151008",180.0,https://images1.vinted.net/t/02_0138b_op1Xa1tgrN4EKRhNM3EXZocL/f800/1696671228.jpeg?s=5d3bf4917ef24cf291c7cb3cce7cecde5965ec8e,https://www.vinted.es/items/3573233862-orologio-maserati-uomo-limited-edizion-al-quarzo-multifunzione-r8853151008
reloj maserati,Reloj Maserati Vintage,25.0,https://images1.vinted.net/t/02_00779_HrFPFiHcaPoHvxqp3derLnVJ/f800/1696668835.jpeg?s=051b38d190e21dfceea0e3716535d917321a4159,https://www.vinted.es/items/3573011207-reloj-maserati-vintage
reloj maserati,  orologio,130.0,https://images1.vinted.net/t/02_01459_WqzgJHccQgjZfxRBvGRdnY7j/f800/1696666048.jpeg?s=632dd798459042445e0640245c7ba5832d1ca507,https://www.vinted.es/items/3572798539-orologio
reloj maserati,Orologio Maserati ,400.0,https://images1.vinted.net/t/02_00954_podLNwtdJ77oxFBXdfcchVQD/f800/1696641008.jpeg?s=672320fbae03507f5e831f5a835d3ba0cbdf3ab6,https://www.vinted.es/items/3572429145-orologio-maserati
reloj maserati,Orologio Cronografo Maserati,70.0,https://images1.vinted.net/t/03_01228_hkGoZ5inLFRNcB1kbWuijsWS/f800/1696627717.jpeg?s=beb7b263a3b4d6b38b337736e7e4cd13bb979716,https://www.vinted.es/items/3572279205-orologio-cronografo-maserati
reloj maserati,Maserati sucesso solar Novo,180.0,https://images1.vinted.net/t/03_01016_7DXgYgFzhGqpHQEJVyasVRWh/f800/1696627080.jpeg?s=18ecf9226db1e33334271e1762b218df175d1d9e,https://www.vinted.es/items/3572258691-maserati-sucesso-solar-novo
reloj maserati,Montre Maserati ,130.0,https://images1.vinted.net/t/01_01e79_KvNxZbs8KLaSRQypEfE2wm1R/f800/1696615991.jpeg?s=7cc43298debb16e6f3cb7227ea539d6928bcdb98,https://www.vinted.es/items/3571667877-montre-maserati
